token,entry_timestamp,exit_timestamp,holding_days,pred_return,actual_return,effective_return,entry_dt,exit_dt,ret_decimal,pnl,exit_date
SUSHIUSDT,2024-12-21 01:40:00,2024-12-21 04:05:00,1.0,1.5763665,0.277089106023044,0.0766352049000884,2024-12-21 01:40:00+00:00,2024-12-21 04:05:00+00:00,0.0007663520490008841,0.766352049000884,2024-12-21
LTCUSDT,2024-12-21 03:05:00,2024-12-21 08:30:00,1.0,3.4840815,0.2961950330371309,0.0957029391660757,2024-12-21 03:05:00+00:00,2024-12-21 08:30:00+00:00,0.000957029391660757,0.957029391660757,2024-12-21
SUIUSDT,2024-12-21 03:50:00,2024-12-21 08:20:00,1.0,2.0783434,3.4547502816372546,3.2479442358242627,2024-12-21 03:50:00+00:00,2024-12-21 08:20:00+00:00,0.03247944235824263,32.47944235824263,2024-12-21
WIFUSDT,2024-12-21 04:20:00,2024-12-21 09:05:00,1.0,1.8581868,2.5433526011560783,2.338368439306371,2024-12-21 04:20:00+00:00,2024-12-21 09:05:00+00:00,0.02338368439306371,23.38368439306371,2024-12-21
VETUSDT,2024-12-21 04:25:00,2024-12-21 08:55:00,1.0,1.5596284,2.5507794048181336,2.3457803967879,2024-12-21 04:25:00+00:00,2024-12-21 08:55:00+00:00,0.023457803967879,23.457803967879,2024-12-21
LINKUSDT,2024-12-21 04:55:00,2024-12-21 09:05:00,1.0,2.05812,3.701067615658361,3.493769181494666,2024-12-21 04:55:00+00:00,2024-12-21 09:05:00+00:00,0.03493769181494666,34.93769181494666,2024-12-21
XLMUSDT,2024-12-22 06:35:00,2024-12-22 12:40:00,1.0,1.5526668,2.813445378151262,2.6079213008403546,2024-12-22 06:35:00+00:00,2024-12-22 12:40:00+00:00,0.026079213008403546,26.079213008403546,2024-12-22
ADAUSDT,2024-12-22 07:00:00,2024-12-22 12:50:00,1.0,2.234003,8.132122851072037,7.91596673749273,2024-12-22 07:00:00+00:00,2024-12-22 12:50:00+00:00,0.0791596673749273,79.1596673749273,2024-12-22
MASKUSDT,2024-12-22 07:20:00,2024-12-22 14:40:00,1.0,2.1792686,3.672078150256512,3.4648376660341595,2024-12-22 07:20:00+00:00,2024-12-22 14:40:00+00:00,0.034648376660341595,34.6483766603416,2024-12-22
FILUSDT,2024-12-23 17:00:00,2024-12-23 19:05:00,1.0,2.046527,7.389558232931727,7.174886506024092,2024-12-23 17:00:00+00:00,2024-12-23 19:05:00+00:00,0.07174886506024092,71.74886506024092,2024-12-23
HOOKUSDT,2024-12-23 17:05:00,2024-12-24 00:10:00,1.0,1.5102192,4.707170224411602,4.497860591132996,2024-12-23 17:05:00+00:00,2024-12-24 00:10:00+00:00,0.04497860591132996,44.978605911329964,2024-12-24
BALUSDT,2024-12-23 17:05:00,2024-12-24 00:30:00,1.0,1.5128607,5.896907216494837,5.6852192989690575,2024-12-23 17:05:00+00:00,2024-12-24 00:30:00+00:00,0.056852192989690575,56.85219298969058,2024-12-24
IOTXUSDT,2024-12-23 17:10:00,2024-12-23 18:55:00,1.0,1.8281647,4.832881662149949,4.6233207317073255,2024-12-23 17:10:00+00:00,2024-12-23 18:55:00+00:00,0.046233207317073255,46.23320731707325,2024-12-23
DATAUSDT,2024-12-23 17:35:00,2024-12-24 01:45:00,1.0,2.4176598,3.1830431932405943,2.976780289897296,2024-12-23 17:35:00+00:00,2024-12-24 01:45:00+00:00,0.02976780289897296,29.76780289897296,2024-12-24
LDOUSDT,2024-12-23 19:55:00,2024-12-24 00:10:00,1.0,1.9122056,3.2825019384853937,3.076040217110365,2024-12-23 19:55:00+00:00,2024-12-24 00:10:00+00:00,0.03076040217110365,30.76040217110365,2024-12-24
PEPEUSDT,2024-12-24 10:00:00,2024-12-24 10:15:00,1.0,3.6433804,8.856088560885619,8.638485239852422,2024-12-24 10:00:00+00:00,2024-12-24 10:15:00+00:00,0.08638485239852421,86.38485239852422,2024-12-24
METISUSDT,2024-12-24 11:35:00,2024-12-24 17:35:00,1.0,1.7390252,2.6231017027151453,2.41795812241139,2024-12-24 11:35:00+00:00,2024-12-24 17:35:00+00:00,0.0241795812241139,24.1795812241139,2024-12-24
IOTAUSDT,2024-12-24 11:45:00,2024-12-24 17:35:00,1.0,1.8891655,3.3122260107160253,3.1057048709206114,2024-12-24 11:45:00+00:00,2024-12-24 17:35:00+00:00,0.031057048709206114,31.057048709206114,2024-12-24
HOOKUSDT,2024-12-24 11:55:00,2024-12-24 17:35:00,1.0,1.6419207,3.400809716599198,3.1941114979757046,2024-12-24 11:55:00+00:00,2024-12-24 17:35:00+00:00,0.031941114979757046,31.941114979757046,2024-12-24
UNIUSDT,2024-12-24 11:55:00,2024-12-24 17:40:00,1.0,1.7734205,2.8461959496442235,2.6406064039408816,2024-12-24 11:55:00+00:00,2024-12-24 17:40:00+00:00,0.026406064039408816,26.406064039408818,2024-12-24
VOXELUSDT,2024-12-24 11:55:00,2024-12-24 17:30:00,1.0,1.9176656,3.186698995497064,2.980428784205058,2024-12-24 11:55:00+00:00,2024-12-24 17:30:00+00:00,0.02980428784205058,29.80428784205058,2024-12-24
LRCUSDT,2024-12-24 12:00:00,2024-12-24 18:15:00,1.0,2.1411555,2.853067047075609,2.647463766048519,2024-12-24 12:00:00+00:00,2024-12-24 18:15:00+00:00,0.02647463766048519,26.47463766048519,2024-12-24
FETUSDT,2024-12-24 12:00:00,2024-12-24 17:55:00,1.0,3.5376995,4.958677685950424,4.748865289256221,2024-12-24 12:00:00+00:00,2024-12-24 17:55:00+00:00,0.04748865289256221,47.488652892562214,2024-12-24
1INCHUSDT,2024-12-24 12:05:00,2024-12-24 17:35:00,1.0,1.8115244,2.9197080291970656,2.713971532846715,2024-12-24 12:05:00+00:00,2024-12-24 17:35:00+00:00,0.02713971532846715,27.13971532846715,2024-12-24
NEARUSDT,2024-12-24 12:10:00,2024-12-24 16:55:00,1.0,2.2892954,3.912087912087911,3.704367648351625,2024-12-24 12:10:00+00:00,2024-12-24 16:55:00+00:00,0.037043676483516245,37.04367648351624,2024-12-24
HFTUSDT,2024-12-24 12:15:00,2024-12-24 18:30:00,1.0,1.7171162,2.294596595114724,2.090109696521081,2024-12-24 12:15:00+00:00,2024-12-24 18:30:00+00:00,0.020901096965210808,20.901096965210808,2024-12-24
SFPUSDT,2024-12-27 01:50:00,2024-12-27 05:35:00,1.0,3.7776935,6.9841269841269895,6.770265714285695,2024-12-27 01:50:00+00:00,2024-12-27 05:35:00+00:00,0.06770265714285695,67.70265714285695,2024-12-27
ALGOUSDT,2024-12-27 07:05:00,2024-12-27 11:45:00,1.0,4.0049944,5.389797882579394,5.179123676612107,2024-12-27 07:05:00+00:00,2024-12-27 11:45:00+00:00,0.051791236766121074,51.791236766121074,2024-12-27
SNXUSDT,2024-12-27 08:55:00,2024-12-27 12:40:00,1.0,2.1017196,2.818289318092231,2.612755557745361,2024-12-27 08:55:00+00:00,2024-12-27 12:40:00+00:00,0.02612755557745361,26.12755557745361,2024-12-27
COTIUSDT,2024-12-28 12:10:00,2024-12-28 16:50:00,1.0,1.5836679,2.609308885754591,2.4041928772919663,2024-12-28 12:10:00+00:00,2024-12-28 16:50:00+00:00,0.024041928772919663,24.04192877291966,2024-12-28
NKNUSDT,2024-12-28 23:15:00,2024-12-29 00:30:00,1.0,1.8120667,2.1171601400827846,1.9130279369627523,2024-12-28 23:15:00+00:00,2024-12-29 00:30:00+00:00,0.019130279369627523,19.130279369627523,2024-12-29
SANDUSDT,2024-12-29 21:50:00,2024-12-29 21:55:00,1.0,2.7247384,4.936273518106427,4.7265059073437365,2024-12-29 21:50:00+00:00,2024-12-29 21:55:00+00:00,0.047265059073437365,47.265059073437364,2024-12-29
LRCUSDT,2024-12-30 13:00:00,2024-12-30 13:25:00,1.0,2.7466588,3.1019746536987824,2.895873806366045,2024-12-30 13:00:00+00:00,2024-12-30 13:25:00+00:00,0.02895873806366045,28.958738063660448,2024-12-30
HOOKUSDT,2024-12-30 17:30:00,2024-12-30 21:10:00,1.0,2.1910207,2.782931354359921,2.5774682745825617,2024-12-30 17:30:00+00:00,2024-12-30 21:10:00+00:00,0.025774682745825617,25.774682745825615,2024-12-30
FTTUSDT,2024-12-31 04:15:00,2024-12-31 04:20:00,1.0,2.5433505,-0.7782101167315102,-0.9765544747081688,2024-12-31 04:15:00+00:00,2024-12-31 04:20:00+00:00,-0.009765544747081687,-9.765544747081687,2024-12-31
XLMUSDT,2024-12-31 05:30:00,2024-12-31 07:40:00,1.0,3.030543,5.661664392905863,5.450446725784452,2024-12-31 05:30:00+00:00,2024-12-31 07:40:00+00:00,0.054504467257844524,54.504467257844524,2024-12-31
JUPUSDT,2024-12-31 06:30:00,2024-12-31 18:00:00,1.0,1.5640458,2.7410832232496603,2.5357037978863906,2024-12-31 06:30:00+00:00,2024-12-31 18:00:00+00:00,0.025357037978863906,25.357037978863907,2024-12-31
CVXUSDT,2025-01-01 04:45:00,2025-01-01 08:30:00,1.0,1.8835256,-0.6730520320993952,-0.8716066010872381,2025-01-01 04:45:00+00:00,2025-01-01 08:30:00+00:00,-0.00871606601087238,-8.716066010872382,2025-01-01
AVAXUSDT,2025-01-02 04:25:00,2025-01-02 06:55:00,1.0,2.0255167,17.42021276595746,17.18548976063832,2025-01-02 04:25:00+00:00,2025-01-02 06:55:00+00:00,0.1718548976063832,171.8548976063832,2025-01-02
DOTUSDT,2025-01-03 08:25:00,2025-01-03 17:50:00,1.0,1.8795587,2.8749999999999964,2.6693528750000084,2025-01-03 08:25:00+00:00,2025-01-03 17:50:00+00:00,0.026693528750000084,26.693528750000084,2025-01-03
JTOUSDT,2025-01-03 09:00:00,2025-01-03 19:25:00,1.0,3.0105917,6.193124368048536,5.980844312436795,2025-01-03 09:00:00+00:00,2025-01-03 19:25:00+00:00,0.05980844312436795,59.80844312436795,2025-01-03
EOSUSDT,2025-01-03 09:10:00,2025-01-03 18:55:00,1.0,2.3811612,8.750563824988724,8.533171447902577,2025-01-03 09:10:00+00:00,2025-01-03 18:55:00+00:00,0.08533171447902577,85.33171447902576,2025-01-03
SUSHIUSDT,2025-01-03 09:20:00,2025-01-04 00:25:00,1.0,1.5553113,7.161857990587279,6.947641436464114,2025-01-03 09:20:00+00:00,2025-01-04 00:25:00+00:00,0.06947641436464114,69.47641436464113,2025-01-04
NMRUSDT,2025-01-03 14:20:00,2025-01-03 21:35:00,1.0,1.546568,3.4389750505731613,3.232200539447061,2025-01-03 14:20:00+00:00,2025-01-03 21:35:00+00:00,0.03232200539447061,32.32200539447061,2025-01-03
MKRUSDT,2025-01-03 14:35:00,2025-01-03 23:20:00,1.0,1.6773294,2.5441116126385013,2.3391259335248327,2025-01-03 14:35:00+00:00,2025-01-03 23:20:00+00:00,0.023391259335248327,23.39125933524833,2025-01-03
JTOUSDT,2025-01-04 00:40:00,2025-01-04 01:35:00,1.0,2.0980911,5.035835533760834,4.825868898528851,2025-01-04 00:40:00+00:00,2025-01-04 01:35:00+00:00,0.04825868898528851,48.258688985288515,2025-01-04
BNBUSDT,2025-01-07 03:10:00,2025-01-07 08:40:00,1.0,1.6580203,2.208699571782743,2.004384381338742,2025-01-07 03:10:00+00:00,2025-01-07 08:40:00+00:00,0.02004384381338742,20.04384381338742,2025-01-07
RLCUSDT,2025-01-11 15:30:00,2025-01-11 16:20:00,1.0,1.7072948,6.635994362927978,6.422829010196485,2025-01-11 15:30:00+00:00,2025-01-11 16:20:00+00:00,0.06422829010196485,64.22829010196484,2025-01-11
GNOUSDT,2025-01-13 15:45:00,2025-01-13 16:40:00,1.0,1.8996074,4.327938071780426,4.1193865235749305,2025-01-13 15:45:00+00:00,2025-01-13 16:40:00+00:00,0.041193865235749305,41.19386523574931,2025-01-13
FXSUSDT,2025-01-13 19:45:00,2025-01-14 02:25:00,1.0,1.7963078,2.9857022708158003,2.779833851976443,2025-01-13 19:45:00+00:00,2025-01-14 02:25:00+00:00,0.02779833851976443,27.79833851976443,2025-01-14
SFPUSDT,2025-01-13 19:55:00,2025-01-13 20:15:00,1.0,2.011861,3.347578347578359,3.140986538461532,2025-01-13 19:55:00+00:00,2025-01-13 20:15:00+00:00,0.03140986538461532,31.409865384615323,2025-01-13
APEUSDT,2025-01-13 20:00:00,2025-01-14 00:50:00,1.0,2.3251996,3.8836265223274777,3.675963152909323,2025-01-13 20:00:00+00:00,2025-01-14 00:50:00+00:00,0.03675963152909323,36.75963152909323,2025-01-14
ZILUSDT,2025-01-13 20:05:00,2025-01-14 00:25:00,1.0,2.049843,3.525804803270306,3.318856719468588,2025-01-13 20:05:00+00:00,2025-01-14 00:25:00+00:00,0.03318856719468588,33.18856719468588,2025-01-14
AVAXUSDT,2025-01-13 20:15:00,2025-01-14 01:10:00,1.0,1.6634473,3.7433155080213902,3.5359326203208585,2025-01-13 20:15:00+00:00,2025-01-14 01:10:00+00:00,0.035359326203208585,35.35932620320858,2025-01-14
BANDUSDT,2025-01-13 20:25:00,2025-01-14 00:20:00,1.0,1.786584,2.858999350227428,2.6533842105263217,2025-01-13 20:25:00+00:00,2025-01-14 00:20:00+00:00,0.026533842105263217,26.53384210526322,2025-01-14
FILUSDT,2025-01-13 20:30:00,2025-01-14 00:15:00,1.0,2.4067404,6.270796007166626,6.058360685948316,2025-01-13 20:30:00+00:00,2025-01-14 00:15:00+00:00,0.06058360685948316,60.58360685948316,2025-01-14
VETUSDT,2025-01-13 20:35:00,2025-01-14 00:10:00,1.0,1.8864187,3.8381018841590895,3.630529518492653,2025-01-13 20:35:00+00:00,2025-01-14 00:10:00+00:00,0.03630529518492653,36.30529518492653,2025-01-14
TLMUSDT,2025-01-13 20:35:00,2025-01-14 00:40:00,1.0,2.2786822,1.9607843137254848,1.7569647058823357,2025-01-13 20:35:00+00:00,2025-01-14 00:40:00+00:00,0.017569647058823357,17.569647058823357,2025-01-14
NEOUSDT,2025-01-13 20:35:00,2025-01-14 00:35:00,1.0,1.9715642,2.8827620883264884,2.677099446911946,2025-01-13 20:35:00+00:00,2025-01-14 00:35:00+00:00,0.026770994469119458,26.770994469119458,2025-01-14
MAGICUSDT,2025-01-13 20:40:00,2025-01-14 06:15:00,1.0,1.8080636,1.8823529411764728,1.6786901176470526,2025-01-13 20:40:00+00:00,2025-01-14 06:15:00+00:00,0.016786901176470526,16.786901176470526,2025-01-14
UMAUSDT,2025-01-14 06:45:00,2025-01-14 11:45:00,1.0,3.3653421,12.143237014713703,11.919062683921268,2025-01-14 06:45:00+00:00,2025-01-14 11:45:00+00:00,0.11919062683921268,119.19062683921268,2025-01-14
GNOUSDT,2025-01-15 04:30:00,2025-01-15 06:10:00,1.0,2.041802,2.91999476234122,2.714257692811284,2025-01-15 04:30:00+00:00,2025-01-15 06:10:00+00:00,0.027142576928112838,27.142576928112838,2025-01-15
ZECUSDT,2025-01-15 08:20:00,2025-01-15 09:00:00,1.0,2.8942568,4.822777454968045,4.613236722835579,2025-01-15 08:20:00+00:00,2025-01-15 09:00:00+00:00,0.046132367228355786,46.13236722835579,2025-01-15
CAKEUSDT,2025-01-15 13:20:00,2025-01-15 18:00:00,1.0,3.256455,7.522935779816499,7.307997431192637,2025-01-15 13:20:00+00:00,2025-01-15 18:00:00+00:00,0.07307997431192637,73.07997431192636,2025-01-15
APTUSDT,2025-01-16 05:05:00,2025-01-16 05:15:00,1.0,2.0769022,0.0271149674620285,-0.1728392353579133,2025-01-16 05:05:00+00:00,2025-01-16 05:15:00+00:00,-0.0017283923535791328,-1.7283923535791328,2025-01-16
HOTUSDT,2025-01-17 00:35:00,2025-01-17 04:35:00,1.0,3.3255904,7.472440944881898,7.257603535433077,2025-01-17 00:35:00+00:00,2025-01-17 04:35:00+00:00,0.07257603535433077,72.57603535433077,2025-01-17
TNSRUSDT,2025-01-17 00:40:00,2025-01-17 04:30:00,1.0,1.5004365,2.6501389185723494,2.4449412908741364,2025-01-17 00:40:00+00:00,2025-01-17 04:30:00+00:00,0.024449412908741364,24.449412908741365,2025-01-17
IOTAUSDT,2025-01-17 00:40:00,2025-01-17 03:55:00,1.0,1.6771367,1.747930082796685,1.5445359705611672,2025-01-17 00:40:00+00:00,2025-01-17 03:55:00+00:00,0.015445359705611672,15.445359705611672,2025-01-17
JTOUSDT,2025-01-17 00:50:00,2025-01-17 04:15:00,1.0,1.7942787,3.248600532256577,3.0422065797925946,2025-01-17 00:50:00+00:00,2025-01-17 04:15:00+00:00,0.030422065797925946,30.422065797925946,2025-01-17
APEUSDT,2025-01-17 00:50:00,2025-01-17 17:45:00,1.0,1.6329707,2.423051735428952,2.2183080550098437,2025-01-17 00:50:00+00:00,2025-01-17 17:45:00+00:00,0.022183080550098436,22.183080550098435,2025-01-17
ONEUSDT,2025-01-17 00:55:00,2025-01-17 04:25:00,1.0,1.580068,3.110727070732003,2.9046087273176147,2025-01-17 00:55:00+00:00,2025-01-17 04:25:00+00:00,0.029046087273176147,29.04608727317615,2025-01-17
HOTUSDT,2025-01-17 13:30:00,2025-01-17 17:55:00,1.0,4.345628,11.613876319758669,11.390760180995496,2025-01-17 13:30:00+00:00,2025-01-17 17:55:00+00:00,0.11390760180995496,113.90760180995497,2025-01-17
PHBUSDT,2025-01-17 20:20:00,2025-01-18 02:00:00,1.0,1.8069656,2.990388038447848,2.784510252758987,2025-01-17 20:20:00+00:00,2025-01-18 02:00:00+00:00,0.02784510252758987,27.845102527589873,2025-01-18
MKRUSDT,2025-01-17 20:35:00,2025-01-18 02:25:00,1.0,1.9698997,3.335832083958025,3.1292637556221914,2025-01-17 20:35:00+00:00,2025-01-18 02:25:00+00:00,0.031292637556221914,31.292637556221912,2025-01-18
VETUSDT,2025-01-18 21:45:00,2025-01-18 21:50:00,1.0,1.7153627,1.0287840647915154,0.8268275254460056,2025-01-18 21:45:00+00:00,2025-01-18 21:50:00+00:00,0.008268275254460056,8.268275254460056,2025-01-18
RAYUSDT,2025-01-18 22:10:00,2025-01-19 01:25:00,1.0,1.5768913,0.9235505387378264,0.721804361210876,2025-01-18 22:10:00+00:00,2025-01-19 01:25:00+00:00,0.00721804361210876,7.21804361210876,2025-01-19
ONEUSDT,2025-01-18 22:15:00,2025-01-19 03:40:00,1.0,1.8382257,1.8416712479384232,1.6380897471137912,2025-01-18 22:15:00+00:00,2025-01-19 03:40:00+00:00,0.016380897471137912,16.380897471137914,2025-01-19
APTUSDT,2025-01-18 23:15:00,2025-01-19 03:40:00,1.0,1.6558211,2.554179566563465,2.3491737616099018,2025-01-18 23:15:00+00:00,2025-01-19 03:40:00+00:00,0.023491737616099018,23.491737616099016,2025-01-19
ZENUSDT,2025-01-19 12:55:00,2025-01-19 17:30:00,1.0,1.8246322,3.522012578616348,3.315072075471704,2025-01-19 12:55:00+00:00,2025-01-19 17:30:00+00:00,0.03315072075471704,33.15072075471704,2025-01-19
MANAUSDT,2025-01-19 13:00:00,2025-01-19 17:00:00,1.0,2.6457288,6.071179344033493,5.859143056524774,2025-01-19 13:00:00+00:00,2025-01-19 17:00:00+00:00,0.05859143056524774,58.591430565247734,2025-01-19
CAKEUSDT,2025-01-19 13:05:00,2025-01-19 17:10:00,1.0,1.5687431,2.784090909090918,2.5786255113636303,2025-01-19 13:05:00+00:00,2025-01-19 17:10:00+00:00,0.025786255113636303,25.7862551136363,2025-01-19
1INCHUSDT,2025-01-19 13:10:00,2025-01-19 17:35:00,1.0,1.995386,4.323725055432379,4.115181929046563,2025-01-19 13:10:00+00:00,2025-01-19 17:35:00+00:00,0.04115181929046563,41.15181929046563,2025-01-19
ENSUSDT,2025-01-19 13:10:00,2025-01-19 17:45:00,1.0,1.9517969,3.05010893246187,2.844111764705892,2025-01-19 13:10:00+00:00,2025-01-19 17:45:00+00:00,0.028441117647058922,28.441117647058924,2025-01-19
RADUSDT,2025-01-19 13:15:00,2025-01-19 17:30:00,1.0,2.2277987,3.4303534303534424,3.2235961538461755,2025-01-19 13:15:00+00:00,2025-01-19 17:30:00+00:00,0.032235961538461755,32.23596153846175,2025-01-19
HOTUSDT,2025-01-19 13:15:00,2025-01-19 20:55:00,1.0,3.010658,5.132905591200738,4.922744912923927,2025-01-19 13:15:00+00:00,2025-01-19 20:55:00+00:00,0.04922744912923927,49.22744912923927,2025-01-19
UMAUSDT,2025-01-19 13:20:00,2025-01-19 17:20:00,1.0,2.2495444,3.401842664776753,3.1951423812898616,2025-01-19 13:20:00+00:00,2025-01-19 17:20:00+00:00,0.031951423812898616,31.951423812898618,2025-01-19
SHIBUSDT,2025-01-19 13:20:00,2025-01-19 17:25:00,1.0,1.8133183,2.362948960302449,2.158325425330787,2025-01-19 13:20:00+00:00,2025-01-19 17:25:00+00:00,0.02158325425330787,21.58325425330787,2025-01-19
CVXUSDT,2025-01-19 13:25:00,2025-01-19 19:10:00,1.0,4.219433,5.311183902667298,5.100666846045865,2025-01-19 13:25:00+00:00,2025-01-19 19:10:00+00:00,0.05100666846045865,51.00666846045865,2025-01-19
LQTYUSDT,2025-01-19 13:35:00,2025-01-19 17:30:00,1.0,3.176142,5.207574654042236,4.997264712308813,2025-01-19 13:35:00+00:00,2025-01-19 17:30:00+00:00,0.04997264712308813,49.97264712308813,2025-01-19
ROSEUSDT,2025-01-20 02:55:00,2025-01-20 09:55:00,1.0,1.9642102,9.233449477351924,9.015091811846698,2025-01-20 02:55:00+00:00,2025-01-20 09:55:00+00:00,0.09015091811846698,90.15091811846699,2025-01-20
PHBUSDT,2025-01-20 03:30:00,2025-01-20 03:35:00,1.0,4.504365,7.965970610982211,7.750146635730859,2025-01-20 03:30:00+00:00,2025-01-20 03:35:00+00:00,0.07750146635730859,77.50146635730859,2025-01-20
JUPUSDT,2025-01-20 04:10:00,2025-01-20 11:05:00,1.0,4.8051767,12.372093023255816,12.147461209302325,2025-01-20 04:10:00+00:00,2025-01-20 11:05:00+00:00,0.12147461209302325,121.47461209302325,2025-01-20
HOOKUSDT,2025-01-20 04:50:00,2025-01-20 10:05:00,1.0,4.732187,-1.7108352901710842,-1.9073153304260404,2025-01-20 04:50:00+00:00,2025-01-20 10:05:00+00:00,-0.019073153304260404,-19.073153304260405,2025-01-20
APTUSDT,2025-01-20 05:10:00,2025-01-20 10:05:00,1.0,1.5412186,2.458423716558209,2.253609327548789,2025-01-20 05:10:00+00:00,2025-01-20 10:05:00+00:00,0.02253609327548789,22.53609327548789,2025-01-20
COMPUSDT,2025-01-21 08:15:00,2025-01-21 14:00:00,1.0,3.33165,20.09803921568627,19.85796323529412,2025-01-21 08:15:00+00:00,2025-01-21 14:00:00+00:00,0.1985796323529412,198.57963235294122,2025-01-21
PERPUSDT,2025-01-21 09:55:00,2025-01-21 15:40:00,1.0,1.5940188,1.8841591067690129,1.6804926727145952,2025-01-21 09:55:00+00:00,2025-01-21 15:40:00+00:00,0.016804926727145952,16.804926727145954,2025-01-21
ADAUSDT,2025-01-21 14:25:00,2025-01-21 14:30:00,1.0,1.6277854,3.3591731266149853,3.152558139534878,2025-01-21 14:25:00+00:00,2025-01-21 14:30:00+00:00,0.03152558139534878,31.52558139534878,2025-01-21
RAYUSDT,2025-01-22 07:35:00,2025-01-22 12:35:00,1.0,2.4584348,2.1593830334190134,1.955166426735211,2025-01-22 07:35:00+00:00,2025-01-22 12:35:00+00:00,0.01955166426735211,19.55166426735211,2025-01-22
API3USDT,2025-01-22 17:30:00,2025-01-22 17:40:00,1.0,1.9299998,1.6715830875122817,1.4683415929203305,2025-01-22 17:30:00+00:00,2025-01-22 17:40:00+00:00,0.014683415929203305,14.683415929203305,2025-01-22
NEARUSDT,2025-01-23 21:10:00,2025-01-23 21:40:00,1.0,1.6007344,0.2123786407766998,0.0120540958737924,2025-01-23 21:10:00+00:00,2025-01-23 21:40:00+00:00,0.000120540958737924,0.120540958737924,2025-01-23
LINKUSDT,2025-01-23 21:15:00,2025-01-23 21:45:00,1.0,1.6892439,0.6036217303823042,0.4025150905432761,2025-01-23 21:15:00+00:00,2025-01-23 21:45:00+00:00,0.004025150905432761,4.025150905432761,2025-01-23
GNOUSDT,2025-01-23 21:20:00,2025-01-23 21:40:00,1.0,2.4460359,-1.3910355486862414,-1.588154868624414,2025-01-23 21:20:00+00:00,2025-01-23 21:40:00+00:00,-0.01588154868624414,-15.881548686244141,2025-01-23
JUPUSDT,2025-01-23 23:05:00,2025-01-24 02:20:00,1.0,1.5960382,5.154338963308083,4.944135439720432,2025-01-23 23:05:00+00:00,2025-01-24 02:20:00+00:00,0.04944135439720432,49.44135439720432,2025-01-24
